cpu_usage_percent,ram_usage_percent,active_jobs,idle_time_minutes,power_consumption_watts,utilization_score,monthly_cost_usd,recommendation
29.8,46.6,5,650,168,38.2,95.5,Sleep Mode
26.5,41.8,3,559,180,34.1,85.43,Sleep Mode
22.6,4.0,3,582,124,13.3,41.51,Sleep Mode
78.4,79.6,8,302,343,79.0,195.74,Keep Running
14.5,23.1,1,706,114,18.8,56.91,Shutdown
29.9,34.7,4,466,154,32.3,69.02,Sleep Mode
51.9,68.4,6,541,247,60.1,154.36,Keep Running
1.0,1.0,1,664,69,1.0,15.65,Shutdown
81.0,90.4,8,276,332,85.7,215.95,Keep Running
79.5,63.3,5,205,358,71.4,190.18,Keep Running
52.0,71.1,4,529,256,61.5,147.53,Keep Running
29.7,60.6,0,656,194,45.2,109.45,Sleep Mode
59.9,66.4,3,409,248,63.1,150.71,Keep Running
45.5,58.2,5,320,209,51.9,123.33,Keep Running
42.4,46.4,4,546,209,44.4,113.48,Keep Running
58.5,67.0,5,333,271,62.8,162.29,Keep Running
49.4,37.6,6,233,265,43.5,115.99,Keep Running
58.0,77.0,4,287,264,67.5,163.28,Keep Running
31.5,59.7,2,517,168,45.6,113.08,Sleep Mode
31.5,16.7,6,783,188,24.1,74.26,Sleep Mode
53.6,83.8,5,385,247,68.7,161.85,Keep Running
50.6,48.2,2,738,231,49.4,129.81,Keep Running
81.1,77.7,8,329,325,79.4,185.16,Keep Running
54.9,70.4,4,398,278,62.7,151.27,Keep Running
75.1,84.9,4,394,367,80.0,210.92,Keep Running
60.6,73.2,4,350,270,66.9,166.36,Keep Running
100.0,89.1,9,295,400,94.5,238.28,Keep Running
61.4,55.5,10,396,277,58.4,158.95,Keep Running
34.1,46.9,3,608,170,40.5,99.93,Sleep Mode
4.4,19.9,1,855,96,12.2,38.69,Shutdown
78.0,89.0,8,282,300,83.5,197.78,Keep Running
26.8,23.3,4,625,179,25.1,68.04,Sleep Mode
7.3,17.3,0,540,90,12.3,30.71,Shutdown
14.7,35.2,3,674,139,25.0,70.79,Shutdown
65.5,80.5,6,407,304,73.0,178.77,Keep Running
77.7,73.5,8,342,367,75.6,186.85,Keep Running
74.1,71.4,6,388,336,72.8,180.85,Keep Running
33.7,34.4,4,527,157,34.1,81.1,Sleep Mode
17.7,36.0,2,727,135,26.8,61.85,Shutdown
51.1,55.9,5,602,238,53.5,140.08,Keep Running
48.7,39.5,3,494,230,44.1,107.58,Keep Running
1.0,41.7,0,699,59,21.3,49.44,Shutdown
79.1,78.8,8,192,348,79.0,199.22,Keep Running
18.0,28.3,2,605,148,23.2,73.28,Shutdown
31.7,32.4,4,575,219,32.0,91.26,Sleep Mode
36.2,34.7,3,560,194,35.5,91.37,Sleep Mode
75.1,62.3,5,142,326,68.7,179.24,Keep Running
29.6,30.9,1,652,189,30.2,87.19,Sleep Mode
60.7,39.6,5,546,287,50.1,129.5,Keep Running
50.2,53.1,5,639,238,51.7,132.25,Keep Running
73.2,47.3,6,275,320,60.3,160.76,Keep Running
22.9,3.5,3,624,137,13.2,38.92,Sleep Mode
31.0,37.3,0,596,210,34.1,95.79,Sleep Mode
69.4,63.7,6,385,341,66.6,175.26,Keep Running
77.1,67.2,8,172,321,72.2,186.78,Keep Running
39.2,26.0,9,548,219,32.6,86.58,Sleep Mode
43.2,86.2,2,579,208,64.7,151.73,Keep Running
36.4,36.5,5,579,217,36.4,109.96,Sleep Mode
33.6,39.3,4,400,189,36.5,95.26,Sleep Mode
16.9,41.2,0,515,127,29.1,74.62,Shutdown
66.3,69.4,3,338,306,67.8,172.65,Keep Running
50.3,46.9,8,407,238,48.6,124.69,Keep Running
38.6,24.1,2,539,216,31.4,85.75,Sleep Mode
26.6,49.9,0,695,105,38.3,94.87,Sleep Mode
50.0,54.3,1,589,206,52.1,125.85,Keep Running
83.1,82.0,6,280,352,82.6,209.64,Keep Running
39.5,22.6,3,459,216,31.1,95.76,Sleep Mode
28.3,36.2,1,692,160,32.2,84.82,Sleep Mode
75.8,64.2,3,199,340,70.0,177.15,Keep Running
1.0,17.3,0,860,76,9.2,29.08,Shutdown
100.0,100.0,11,0,430,100.0,257.24,Keep Running
67.8,73.3,6,377,305,70.6,174.63,Keep Running
30.9,47.4,3,442,176,39.2,98.48,Sleep Mode
100.0,77.2,12,0,403,88.6,223.94,Keep Running
20.8,3.7,1,708,127,12.2,33.82,Sleep Mode
59.9,56.5,6,373,304,58.2,153.78,Keep Running
100.0,94.4,8,0,418,97.2,249.46,Keep Running
68.0,55.9,3,304,285,62.0,168.4,Keep Running
28.0,44.7,3,714,180,36.4,86.67,Sleep Mode
16.7,40.7,2,744,109,28.7,74.54,Shutdown
96.6,100.0,11,211,397,98.3,244.7,Keep Running
61.0,78.0,5,173,267,69.5,168.86,Keep Running
74.4,62.3,7,266,328,68.4,177.27,Keep Running
37.0,43.0,3,253,183,40.0,99.06,Sleep Mode
21.7,29.4,0,585,132,25.5,67.83,Sleep Mode
42.1,44.6,4,507,228,43.3,117.76,Keep Running
71.2,57.3,10,462,321,64.3,169.03,Keep Running
100.0,63.7,9,202,424,81.8,220.84,Keep Running
73.0,54.1,5,246,332,63.6,157.69,Keep Running
97.1,80.9,9,154,405,89.0,226.8,Keep Running
88.1,84.1,11,287,398,86.1,218.31,Keep Running
27.0,61.9,5,505,167,44.5,97.85,Sleep Mode
10.8,14.3,0,800,99,12.6,28.65,Shutdown
100.0,89.6,6,65,407,94.8,242.34,Keep Running
50.0,57.4,6,428,219,53.7,138.59,Keep Running
53.3,46.3,5,527,262,49.8,136.26,Keep Running
48.4,62.1,6,568,245,55.3,143.11,Keep Running
40.0,60.6,7,452,209,50.3,130.46,Keep Running
57.0,44.9,6,413,287,50.9,137.83,Keep Running
74.5,66.4,4,322,333,70.5,185.99,Keep Running
43.2,38.8,5,621,229,41.0,110.54,Keep Running
66.7,78.9,5,84,290,72.8,176.69,Keep Running
100.0,88.7,10,89,410,94.3,242.09,Keep Running
67.6,31.5,6,432,316,49.5,134.12,Keep Running
66.1,66.7,5,246,307,66.4,168.86,Keep Running
60.0,55.2,7,453,280,57.6,153.89,Keep Running
24.1,21.7,1,517,182,22.9,60.89,Sleep Mode
70.5,90.7,5,383,356,80.6,204.95,Keep Running
36.4,21.3,1,704,164,28.8,83.55,Sleep Mode
45.1,38.1,4,537,223,41.6,109.19,Keep Running
8.5,15.6,0,705,110,12.1,33.68,Shutdown
72.4,62.8,8,326,318,67.6,184.83,Keep Running
76.2,78.8,6,209,373,77.5,203.82,Keep Running
75.6,85.3,9,163,319,80.4,194.08,Keep Running
36.4,12.4,2,602,175,24.4,65.76,Sleep Mode
32.3,22.3,0,759,176,27.3,73.43,Sleep Mode
68.0,55.8,4,389,320,61.9,164.53,Keep Running
62.0,76.6,5,698,283,69.3,180.96,Keep Running
23.6,27.6,2,968,136,25.6,72.02,Sleep Mode
43.0,25.2,4,468,235,34.1,94.97,Keep Running
49.6,41.2,4,443,257,45.4,121.91,Keep Running
55.7,52.6,2,311,253,54.1,140.07,Keep Running
17.4,1.0,0,765,107,9.2,31.64,Shutdown
63.3,77.4,6,407,297,70.4,175.85,Keep Running
61.1,72.1,8,479,292,66.6,170.67,Keep Running
59.7,80.8,6,377,292,70.2,175.91,Keep Running
43.8,49.4,2,445,221,46.6,124.98,Keep Running
27.4,1.0,7,749,159,14.2,44.21,Sleep Mode
32.7,72.6,2,732,168,52.7,120.94,Sleep Mode
35.2,19.8,5,527,212,27.5,71.14,Sleep Mode
44.0,23.0,4,517,224,33.5,91.69,Keep Running
52.1,37.5,5,297,263,44.8,118.37,Keep Running
57.8,65.5,9,514,266,61.6,158.36,Keep Running
49.9,67.3,3,583,251,58.6,142.66,Keep Running
18.4,37.6,1,543,131,28.0,75.43,Shutdown
80.1,68.6,5,390,364,74.4,184.49,Keep Running
59.2,43.5,7,495,293,51.3,141.35,Keep Running
43.4,1.0,5,426,223,22.2,71.42,Keep Running
59.6,52.4,8,384,261,56.0,143.98,Keep Running
100.0,99.6,12,5,415,99.8,245.92,Keep Running
85.6,57.8,13,0,364,71.7,189.04,Keep Running
71.3,61.2,7,552,338,66.3,172.71,Keep Running
13.8,52.1,0,755,98,32.9,80.08,Shutdown
9.6,1.0,4,863,92,5.3,22.2,Shutdown
4.8,16.9,0,789,120,10.9,37.77,Shutdown
24.7,9.7,1,732,143,17.2,50.1,Sleep Mode
17.9,13.1,2,751,121,15.5,48.36,Shutdown
68.4,68.0,6,246,314,68.2,175.06,Keep Running
50.5,49.7,6,529,253,50.1,123.3,Keep Running
51.2,63.8,6,286,244,57.5,141.21,Keep Running
100.0,100.0,7,131,423,100.0,249.62,Keep Running
1.0,3.8,0,806,71,2.4,20.25,Shutdown
59.9,52.8,5,463,282,56.4,153.28,Keep Running
100.0,70.9,12,105,425,85.5,224.48,Keep Running
46.7,68.6,7,654,247,57.6,153.17,Keep Running
32.8,16.7,3,685,170,24.7,69.52,Sleep Mode
15.8,21.1,2,749,132,18.5,56.18,Shutdown
36.5,57.8,1,404,202,47.2,116.42,Sleep Mode
34.6,42.6,2,595,199,38.6,104.06,Sleep Mode
30.6,46.0,3,565,140,38.3,95.93,Sleep Mode
84.7,100.0,9,81,366,92.4,226.91,Keep Running
23.7,23.5,0,610,156,23.6,56.87,Sleep Mode
45.1,35.2,4,374,218,40.1,107.74,Keep Running
59.8,67.1,7,335,275,63.4,166.11,Keep Running
77.6,54.8,5,282,344,66.2,170.04,Keep Running
47.0,28.8,4,623,245,37.9,108.8,Keep Running
20.8,5.0,0,640,144,12.9,46.19,Sleep Mode
49.1,56.6,4,403,238,52.9,139.92,Keep Running
31.3,34.7,6,460,170,33.0,87.77,Sleep Mode
73.4,56.2,3,311,339,64.8,166.28,Keep Running
38.0,46.2,3,480,210,42.1,115.83,Sleep Mode
11.9,14.1,0,600,114,13.0,36.43,Shutdown
39.7,16.1,5,383,222,27.9,91.87,Sleep Mode
7.4,29.4,0,723,85,18.4,48.48,Shutdown
1.0,17.9,0,887,64,9.5,37.84,Shutdown
89.1,93.3,8,152,373,91.2,224.52,Keep Running
9.9,34.3,2,674,119,22.1,56.69,Shutdown
52.1,69.4,6,242,255,60.8,152.28,Keep Running
69.7,97.8,4,170,311,83.8,202.77,Keep Running
28.6,27.4,2,722,173,28.0,73.87,Sleep Mode
65.6,59.9,7,480,296,62.7,163.1,Keep Running
66.5,64.3,6,209,301,65.4,163.22,Keep Running
45.7,65.0,3,644,234,55.4,137.05,Keep Running
95.1,88.0,5,0,416,91.6,229.21,Keep Running
72.0,78.8,8,112,299,75.4,181.46,Keep Running
3.8,15.1,3,826,67,9.5,34.08,Shutdown
63.7,55.0,5,468,316,59.4,153.25,Keep Running
46.4,31.7,2,717,261,39.0,109.16,Keep Running
2.2,1.5,3,948,66,1.8,10.0,Shutdown
30.1,1.0,4,684,168,15.5,46.38,Sleep Mode
62.2,80.9,3,534,268,71.6,187.85,Keep Running
64.4,44.4,4,175,292,54.4,137.0,Keep Running
36.2,62.0,0,519,167,49.1,121.47,Sleep Mode
45.3,40.9,3,613,238,43.1,107.66,Keep Running
43.3,36.4,6,441,243,39.8,109.36,Keep Running
73.0,68.0,9,308,356,70.5,181.63,Keep Running
29.9,22.6,1,634,164,26.3,72.0,Sleep Mode
4.8,1.0,1,666,91,2.9,20.52,Shutdown
59.1,43.1,5,450,291,51.1,142.74,Keep Running
43.2,43.5,6,562,243,43.3,118.14,Keep Running
33.9,35.3,1,413,189,34.6,97.98,Sleep Mode
19.6,3.7,3,700,126,11.6,42.88,Shutdown
22.4,24.7,1,706,143,23.5,64.55,Sleep Mode
54.6,13.8,7,319,264,34.2,104.86,Keep Running
42.5,25.7,3,489,201,34.1,87.06,Keep Running
1.0,15.6,0,830,82,8.3,23.78,Shutdown
4.5,12.3,1,806,76,8.4,23.5,Shutdown
100.0,100.0,12,0,432,100.0,250.31,Keep Running
45.4,47.4,6,488,236,46.4,124.27,Keep Running
36.2,29.9,2,561,178,33.1,79.56,Sleep Mode
39.4,38.9,4,440,224,39.1,113.79,Sleep Mode
33.7,42.8,3,566,195,38.3,90.37,Sleep Mode
46.8,64.9,5,463,247,55.9,140.27,Keep Running
82.2,66.5,9,419,382,74.3,196.6,Keep Running
42.4,65.6,4,415,217,54.0,136.08,Keep Running
12.4,34.7,3,711,101,23.5,61.05,Shutdown
8.6,26.0,4,678,89,17.3,46.18,Shutdown
71.8,86.0,4,214,342,78.9,195.33,Keep Running
1.0,21.0,0,699,50,11.0,32.54,Shutdown
51.4,41.9,5,617,265,46.7,115.8,Keep Running
20.8,18.0,0,574,156,19.4,50.39,Sleep Mode
45.9,59.6,5,434,213,52.7,126.17,Keep Running
20.7,34.1,2,604,156,27.4,75.4,Sleep Mode
73.6,52.9,8,128,334,63.2,158.43,Keep Running
37.1,37.8,4,651,195,37.4,92.35,Sleep Mode
37.8,31.8,4,493,204,34.8,95.43,Sleep Mode
71.5,75.5,5,510,331,73.5,185.48,Keep Running
66.8,58.9,5,475,319,62.8,160.17,Keep Running
47.2,43.6,2,380,195,45.4,113.21,Keep Running
34.6,37.1,4,495,175,35.8,88.38,Sleep Mode
53.4,56.4,5,335,251,54.9,138.96,Keep Running
64.9,87.8,5,0,282,76.3,184.22,Keep Running
44.4,74.4,0,381,222,59.4,146.4,Keep Running
59.9,38.2,0,269,293,49.0,137.91,Keep Running
68.8,46.4,6,230,330,57.6,155.74,Keep Running
68.4,66.1,9,215,302,67.2,164.06,Keep Running
23.3,24.8,4,698,151,24.0,60.53,Sleep Mode
31.2,46.1,3,702,163,38.6,99.93,Sleep Mode
64.2,73.6,7,486,299,68.9,175.25,Keep Running
99.4,100.0,7,0,406,99.7,246.98,Keep Running
84.3,40.7,8,298,348,62.5,164.88,Keep Running
74.4,83.5,8,235,356,79.0,212.85,Keep Running
20.7,29.4,0,478,146,25.0,67.62,Sleep Mode
23.2,24.0,2,774,179,23.6,71.75,Sleep Mode
40.9,59.4,5,716,217,50.2,127.72,Keep Running
29.2,33.0,4,738,180,31.1,80.76,Sleep Mode
74.2,80.5,9,220,321,77.4,196.04,Keep Running
39.8,55.6,3,428,224,47.7,119.41,Sleep Mode
25.8,24.1,0,433,179,25.0,66.52,Sleep Mode
41.7,19.1,7,641,222,30.4,83.61,Keep Running
4.1,1.0,1,831,76,2.6,13.54,Shutdown
51.4,41.9,1,354,226,46.6,125.09,Keep Running
100.0,97.2,11,72,409,98.6,246.88,Keep Running
47.2,31.8,2,299,225,39.5,104.48,Keep Running
48.4,47.0,5,429,269,47.7,130.31,Keep Running
53.1,56.3,5,73,256,54.7,141.65,Keep Running
87.2,79.6,8,211,379,83.4,213.71,Keep Running
69.7,77.2,2,483,315,73.4,176.61,Keep Running
27.9,14.2,5,462,182,21.1,66.32,Sleep Mode
59.8,55.4,8,251,252,57.6,147.6,Keep Running
39.4,34.4,2,638,203,36.9,99.51,Sleep Mode
8.8,11.3,0,737,96,10.1,21.81,Shutdown
74.9,82.9,8,250,325,78.9,201.82,Keep Running
1.3,1.0,0,720,85,1.2,10.0,Shutdown
53.4,56.8,9,526,284,55.1,141.47,Keep Running
15.5,1.0,1,673,103,8.3,25.76,Shutdown
76.1,75.5,9,249,345,75.8,195.96,Keep Running
38.7,58.5,5,527,212,48.6,115.72,Sleep Mode
12.9,10.2,0,747,81,11.5,32.21,Shutdown
85.8,87.8,11,212,386,86.8,221.53,Keep Running
48.6,38.1,2,388,224,43.3,113.66,Keep Running
53.0,39.9,3,359,258,46.4,126.47,Keep Running
12.0,21.1,2,555,113,16.6,48.1,Shutdown
32.4,53.4,1,446,188,42.9,108.76,Sleep Mode
68.6,42.4,8,150,292,55.5,141.71,Keep Running
69.8,81.4,6,176,323,75.6,187.3,Keep Running
60.3,66.0,7,427,280,63.1,164.48,Keep Running
52.6,45.3,5,249,242,48.9,123.6,Keep Running
58.0,69.0,5,292,297,63.5,166.19,Keep Running
66.1,90.9,6,488,290,78.5,192.95,Keep Running
56.3,46.8,3,351,261,51.6,136.69,Keep Running
24.6,27.1,3,311,158,25.8,73.73,Sleep Mode
91.6,78.1,8,116,353,84.9,212.4,Keep Running
4.3,18.4,1,945,78,11.4,21.46,Shutdown
35.5,39.5,8,345,206,37.5,91.52,Sleep Mode
58.4,74.2,6,432,258,66.3,166.71,Keep Running
27.0,47.2,0,593,177,37.1,88.47,Sleep Mode
71.5,50.2,9,320,277,60.9,151.79,Keep Running
39.7,41.7,4,566,203,40.7,105.38,Sleep Mode
24.5,8.4,6,532,164,16.5,48.18,Sleep Mode
60.2,54.2,4,377,274,57.2,147.11,Keep Running
57.0,26.5,1,250,257,41.8,112.5,Keep Running
47.2,47.1,5,353,252,47.1,122.25,Keep Running
33.2,9.0,1,420,216,21.1,64.59,Sleep Mode
20.3,14.6,5,721,120,17.5,44.38,Sleep Mode
29.6,40.3,4,539,167,35.0,84.91,Sleep Mode
59.1,61.8,7,390,270,60.5,157.58,Keep Running
1.0,2.4,0,688,71,1.7,13.75,Shutdown
36.5,12.2,6,583,190,24.4,73.15,Sleep Mode
51.5,27.4,5,453,252,39.5,114.39,Keep Running
26.5,49.1,3,724,141,37.8,91.91,Sleep Mode
59.4,72.8,7,527,286,66.1,164.87,Keep Running
62.1,60.3,8,360,290,61.2,157.27,Keep Running
68.0,80.2,6,288,308,74.1,183.75,Keep Running
18.5,24.1,4,565,151,21.3,61.3,Shutdown
18.6,27.6,0,680,132,23.1,67.18,Shutdown
71.5,51.4,6,285,327,61.5,167.04,Keep Running
69.4,51.9,6,394,293,60.7,159.64,Keep Running
9.3,1.0,4,665,115,5.1,22.29,Shutdown
100.0,72.9,10,240,410,86.5,220.07,Keep Running
1.0,21.2,0,608,54,11.1,28.44,Shutdown
30.1,27.9,4,683,154,29.0,77.18,Sleep Mode
60.8,61.2,3,335,303,61.0,157.46,Keep Running
37.3,63.6,4,659,202,50.5,118.25,Sleep Mode
64.2,70.6,4,377,297,67.4,170.34,Keep Running
35.9,53.8,2,437,219,44.9,119.19,Sleep Mode
95.8,97.6,10,120,399,96.7,239.25,Keep Running
47.2,26.0,5,501,230,36.6,93.99,Keep Running
57.8,75.1,3,459,253,66.5,164.31,Keep Running
34.2,39.7,5,807,220,37.0,100.67,Sleep Mode
62.0,88.9,9,558,298,75.4,189.29,Keep Running
81.0,73.8,6,247,360,77.4,200.23,Keep Running
30.6,11.4,1,535,168,21.0,58.47,Sleep Mode
20.2,26.1,0,510,142,23.1,60.13,Sleep Mode
1.0,14.2,1,733,71,7.6,25.11,Shutdown
17.2,21.5,0,814,143,19.4,50.82,Shutdown
33.6,8.9,1,557,180,21.2,64.58,Sleep Mode
36.2,23.6,4,535,192,29.9,75.65,Sleep Mode
1.0,18.8,0,835,79,9.9,25.99,Shutdown
61.6,66.4,5,469,281,64.0,161.66,Keep Running
39.5,53.0,4,763,217,46.3,122.04,Sleep Mode
38.5,28.8,0,616,193,33.6,89.65,Sleep Mode
25.6,32.5,4,665,194,29.0,79.83,Sleep Mode
10.5,1.0,2,864,128,5.7,22.44,Shutdown
66.2,67.1,7,530,306,66.6,162.61,Keep Running
26.7,8.2,4,740,179,17.5,57.19,Sleep Mode
60.5,59.2,3,489,277,59.8,158.96,Keep Running
51.9,54.0,2,417,230,52.9,132.91,Keep Running
51.4,67.6,5,369,240,59.5,151.84,Keep Running
57.1,56.9,5,531,276,57.0,156.57,Keep Running
48.4,56.7,1,415,229,52.5,131.39,Keep Running
63.4,29.5,11,305,265,46.5,123.98,Keep Running
19.7,19.2,0,719,114,19.4,58.12,Shutdown
26.1,21.6,0,441,177,23.8,70.35,Sleep Mode
15.1,13.7,0,448,140,14.4,49.15,Sleep Mode
50.2,53.0,4,723,208,51.6,136.86,Keep Running
55.2,74.9,5,459,264,65.1,168.44,Keep Running
1.0,10.9,1,722,76,6.0,17.59,Shutdown
54.2,52.6,7,317,273,53.4,136.83,Keep Running
34.7,73.8,4,661,182,54.2,129.91,Sleep Mode
5.3,19.9,0,746,83,12.6,36.22,Shutdown
41.6,39.9,9,534,219,40.8,107.73,Keep Running
36.8,27.5,4,688,200,32.1,91.46,Sleep Mode
47.5,59.9,5,478,253,53.7,144.45,Keep Running
1.0,1.0,0,883,74,1.0,10.0,Shutdown
51.3,41.5,4,299,220,46.4,121.42,Keep Running
88.5,82.8,8,32,377,85.6,218.38,Keep Running
63.6,62.2,9,242,316,62.9,166.92,Keep Running
70.3,58.2,7,404,293,64.2,165.67,Keep Running
19.3,21.6,2,542,137,20.4,55.8,Shutdown
54.4,30.2,3,326,225,42.3,104.75,Keep Running
47.4,47.7,2,514,234,47.5,132.83,Keep Running
1.0,4.2,0,822,87,2.6,18.61,Shutdown
32.8,52.2,4,789,181,42.5,108.01,Sleep Mode
48.4,38.1,5,632,249,43.3,112.38,Keep Running
33.8,37.2,5,654,177,35.5,94.82,Sleep Mode
77.9,41.2,7,126,349,59.5,158.05,Keep Running
45.6,55.0,0,422,217,50.3,126.86,Keep Running
8.2,14.8,0,757,79,11.5,22.6,Shutdown
71.8,70.1,7,241,312,70.9,181.71,Keep Running
100.0,62.5,8,60,413,81.3,216.9,Keep Running
23.3,19.6,3,449,139,21.4,50.4,Sleep Mode
75.2,57.5,5,257,338,66.4,164.99,Keep Running
52.1,38.4,5,606,259,45.3,118.14,Keep Running
80.4,65.3,8,187,324,72.9,183.73,Keep Running
47.0,58.0,5,518,241,52.5,133.7,Keep Running
20.4,25.7,1,745,164,23.1,58.24,Sleep Mode
35.8,52.6,3,659,224,44.2,114.66,Sleep Mode
1.0,1.0,0,765,66,1.0,13.56,Shutdown
38.8,17.5,2,493,222,28.2,87.32,Sleep Mode
74.4,54.5,6,273,332,64.4,167.9,Keep Running
5.7,28.2,0,779,100,16.9,39.02,Shutdown
52.9,62.7,8,183,260,57.8,141.75,Keep Running
50.9,46.0,5,185,256,48.4,117.26,Keep Running
54.4,59.5,5,311,280,57.0,152.0,Keep Running
50.3,58.6,4,487,241,54.4,141.75,Keep Running
48.4,44.9,4,488,236,46.6,120.6,Keep Running
46.5,8.2,4,536,260,27.4,85.54,Keep Running
52.5,41.0,5,492,253,46.7,111.63,Keep Running
1.0,9.3,2,942,55,5.1,16.88,Shutdown
1.0,21.4,1,807,68,11.2,37.39,Shutdown
66.4,62.9,8,337,269,64.7,156.82,Keep Running
52.7,63.1,6,472,234,57.9,140.55,Keep Running
61.5,72.5,3,45,268,67.0,161.55,Keep Running
12.5,10.5,2,833,129,11.5,39.74,Shutdown
42.4,37.3,2,478,243,39.9,103.67,Keep Running
98.9,92.2,11,0,413,95.5,240.36,Keep Running
44.4,67.5,5,489,226,56.0,139.38,Keep Running
8.7,25.6,0,752,108,17.1,49.66,Shutdown
43.4,41.2,5,629,213,42.3,117.5,Keep Running
44.7,64.6,3,372,224,54.7,144.2,Keep Running
38.4,51.0,4,764,200,44.7,108.63,Sleep Mode
51.4,74.0,5,592,240,62.7,153.3,Keep Running
44.6,55.2,5,624,230,49.9,120.04,Keep Running
61.0,48.5,9,382,284,54.7,140.94,Keep Running
44.4,62.6,7,362,234,53.5,139.78,Keep Running
46.3,42.5,5,387,234,44.4,112.06,Keep Running
47.3,49.2,5,435,263,48.3,126.02,Keep Running
85.1,60.8,6,77,364,72.9,188.17,Keep Running
97.3,100.0,13,135,429,98.6,253.36,Keep Running
58.7,80.1,7,274,275,69.4,169.81,Keep Running
78.0,73.9,8,217,328,76.0,187.64,Keep Running
37.6,50.2,3,550,200,43.9,110.06,Sleep Mode
4.4,1.0,4,761,70,2.7,10.17,Shutdown
45.8,26.0,5,571,246,35.9,109.86,Keep Running
33.9,54.7,4,669,180,44.3,114.16,Sleep Mode
57.6,49.6,3,398,260,53.6,129.17,Keep Running
38.1,14.6,3,476,194,26.3,68.27,Sleep Mode
36.6,27.4,8,592,189,32.0,88.33,Sleep Mode
46.6,67.1,3,444,239,56.9,143.36,Keep Running
35.8,19.1,1,696,186,27.4,74.57,Sleep Mode
43.1,25.5,4,443,206,34.3,97.67,Keep Running
79.3,97.3,6,108,380,88.3,218.98,Keep Running
43.6,36.4,1,386,207,40.0,104.06,Keep Running
47.0,34.1,4,438,213,40.5,105.1,Keep Running
34.3,37.7,4,741,191,36.0,95.52,Sleep Mode
9.9,2.1,0,713,118,6.0,30.98,Shutdown
44.5,36.9,3,216,217,40.7,101.55,Keep Running
64.6,61.1,6,418,284,62.9,158.95,Keep Running
26.0,49.9,4,577,160,38.0,92.66,Sleep Mode
1.0,5.8,0,492,83,3.4,10.0,Sleep Mode
38.7,1.0,4,393,196,19.8,62.88,Sleep Mode
60.1,61.2,8,249,287,60.6,156.58,Keep Running
24.6,32.7,4,646,154,28.7,78.95,Sleep Mode
40.6,8.5,5,651,203,24.6,74.64,Keep Running
42.5,29.9,5,544,226,36.2,100.45,Keep Running
1.0,1.0,0,868,86,1.0,15.23,Shutdown
17.8,37.4,0,612,119,27.6,74.34,Shutdown
67.7,61.1,8,137,293,64.4,166.25,Keep Running
42.0,44.0,3,724,214,43.0,115.97,Keep Running
7.2,25.9,1,830,96,16.5,52.16,Shutdown
87.5,77.3,9,0,391,82.4,214.23,Keep Running
33.8,16.7,4,678,208,25.2,71.14,Sleep Mode
36.1,35.8,5,737,181,36.0,95.45,Sleep Mode
15.9,16.5,0,707,114,16.2,45.64,Shutdown
35.2,26.5,5,685,170,30.8,77.17,Sleep Mode
72.1,83.8,6,422,330,77.9,194.54,Keep Running
48.3,57.1,3,368,250,52.7,130.56,Keep Running
23.5,37.4,5,655,138,30.4,72.24,Sleep Mode
76.7,93.0,5,345,328,84.8,214.23,Keep Running
67.6,40.5,4,142,310,54.0,140.23,Keep Running
42.6,50.0,5,296,219,46.3,117.01,Keep Running
52.4,16.3,6,294,252,34.3,98.53,Keep Running
3.3,5.0,0,738,104,4.1,16.44,Shutdown
39.2,84.9,3,337,210,62.1,135.96,Sleep Mode
73.5,76.7,6,280,331,75.1,186.24,Keep Running
58.0,61.0,7,251,266,59.5,152.49,Keep Running
48.0,34.6,6,559,241,41.3,104.2,Keep Running
11.3,10.0,1,608,101,10.7,36.95,Shutdown
60.1,39.1,5,452,309,49.6,147.44,Keep Running
80.1,73.7,7,0,347,76.9,193.84,Keep Running
71.9,89.8,8,427,322,80.8,207.59,Keep Running
7.1,1.0,0,785,101,4.0,21.11,Shutdown
33.5,51.6,5,493,147,42.6,108.27,Sleep Mode
55.4,56.4,2,345,262,55.9,146.42,Keep Running
16.4,27.6,0,795,134,22.0,68.23,Shutdown
42.2,20.8,2,395,210,31.5,82.91,Keep Running
90.4,86.4,11,219,388,88.4,216.46,Keep Running
64.4,47.4,8,368,291,55.9,150.93,Keep Running
72.6,73.0,10,215,332,72.8,181.64,Keep Running
56.1,53.9,6,316,274,55.0,140.48,Keep Running
56.3,57.8,6,380,271,57.1,152.73,Keep Running
58.7,59.1,8,413,265,58.9,145.69,Keep Running
34.2,21.8,0,511,171,28.0,67.99,Sleep Mode
16.2,22.0,0,782,100,19.1,50.19,Shutdown
22.4,12.1,6,655,156,17.2,53.44,Sleep Mode
45.2,42.1,4,426,247,43.7,115.82,Keep Running
87.4,100.0,7,216,373,93.7,227.63,Keep Running
23.8,10.7,0,729,156,17.2,55.07,Sleep Mode
22.2,29.7,0,549,165,26.0,73.21,Sleep Mode
78.8,49.2,9,250,367,64.0,167.05,Keep Running
45.5,62.2,3,618,235,53.9,135.67,Keep Running
1.0,12.4,2,741,70,6.7,18.86,Shutdown
32.2,45.4,0,439,193,38.8,98.13,Sleep Mode
1.0,22.6,1,578,84,11.8,26.19,Shutdown
1.0,1.0,0,652,81,1.0,10.0,Shutdown
50.3,49.9,6,506,266,50.1,131.69,Keep Running
4.7,1.0,2,624,104,2.8,17.3,Shutdown
