job_type,cpu_required,memory_required_gb,estimated_runtime_minutes,priority,current_node_load,available_cpu_cores,available_memory_gb,recommended_node
Analytics,1,20,118,Low,57,31,160,Node-050
Simulation,28,87,720,Medium,15,26,119,Node-051
ETL,31,88,658,Medium,21,24,86,Node-052
Data Processing,22,72,592,Medium,14,44,200,Node-053
ML Training,6,8,206,Low,10,24,118,Node-054
ML Training,27,96,755,Medium,16,55,239,Node-055
Simulation,9,55,364,Low,90,22,110,Node-056
ETL,26,86,693,High,29,27,122,Node-057
Data Processing,28,87,512,Low,37,28,119,Node-058
Data Processing,30,84,722,High,64,59,231,Node-059
ETL,5,5,244,High,66,21,63,Node-060
Analytics,32,112,800,High,58,29,136,Node-061
Data Processing,8,25,206,Medium,56,56,247,Node-062
ML Training,15,49,387,Medium,14,33,174,Node-063
ML Training,14,36,596,Medium,61,37,182,Node-064
Simulation,3,13,68,High,8,47,192,Node-065
ML Training,32,89,927,Medium,40,24,115,Node-066
Simulation,27,93,612,Medium,22,62,249,Node-067
Data Processing,13,34,328,Low,32,33,128,Node-068
Simulation,1,10,10,High,69,63,256,Node-069
Data Processing,16,83,598,High,33,18,108,Node-070
Simulation,17,56,418,High,22,8,80,Node-071
Data Processing,21,68,521,High,61,43,167,Node-072
ML Training,31,92,728,High,90,15,84,Node-073
Simulation,10,29,351,High,88,48,229,Node-074
ML Training,9,43,359,High,21,36,175,Node-075
ML Training,10,51,283,Medium,78,54,218,Node-076
ETL,31,110,599,High,39,39,163,Node-077
Data Processing,30,112,923,Medium,12,49,216,Node-078
Analytics,2,21,331,Medium,14,47,194,Node-079
ML Training,5,39,79,High,36,52,221,Node-080
Analytics,19,61,532,Critical,93,38,144,Node-081
Simulation,16,46,618,Medium,58,9,49,Node-082
Simulation,12,42,183,Medium,88,60,246,Node-083
ETL,19,52,493,High,65,14,79,Node-084
Analytics,17,63,507,High,70,56,246,Node-085
ML Training,15,62,738,Low,34,54,222,Node-086
ML Training,3,29,96,Low,17,25,99,Node-087
Data Processing,1,13,193,Low,78,43,181,Node-088
ML Training,17,59,335,Low,79,55,212,Node-089
ETL,21,86,374,High,7,9,67,Node-090
ML Training,8,23,198,Low,18,18,55,Node-091
Analytics,27,97,727,High,89,63,223,Node-092
Data Processing,27,93,690,Medium,94,52,223,Node-093
Analytics,24,57,538,Medium,53,50,196,Node-094
Simulation,21,70,586,Low,84,36,126,Node-095
Analytics,4,7,43,Medium,10,35,165,Node-096
ML Training,23,69,502,Critical,22,61,255,Node-097
Analytics,1,4,167,Medium,18,52,237,Node-098
ETL,20,80,557,Critical,89,58,236,Node-099
Data Processing,4,29,193,Medium,46,24,127,Node-100
Simulation,8,43,258,Medium,27,58,222,Node-001
ML Training,26,89,795,Medium,88,16,84,Node-002
Data Processing,32,87,727,High,11,57,255,Node-003
ETL,29,84,716,High,68,40,211,Node-004
Analytics,18,42,463,Medium,24,43,185,Node-005
ML Training,5,28,324,Medium,12,48,184,Node-006
Simulation,15,38,473,Medium,34,36,179,Node-007
Data Processing,2,8,72,High,23,37,173,Node-008
ETL,12,47,421,High,57,50,188,Node-009
ML Training,17,53,319,Medium,40,51,192,Node-010
ETL,24,77,562,Low,35,50,218,Node-011
ML Training,12,33,256,Low,81,33,162,Node-012
Simulation,17,76,549,Medium,63,50,230,Node-013
ETL,10,31,264,Medium,41,43,166,Node-014
Simulation,18,49,329,Medium,57,49,194,Node-015
Analytics,15,52,342,High,86,29,185,Node-016
ETL,31,87,653,Medium,37,24,113,Node-017
Analytics,21,67,610,High,60,26,152,Node-018
ETL,1,17,119,High,87,60,244,Node-019
Simulation,11,46,348,Low,17,63,256,Node-020
ETL,30,95,647,Critical,52,8,89,Node-021
Data Processing,16,73,317,Medium,91,44,219,Node-022
ETL,8,23,247,Medium,59,21,127,Node-023
Analytics,3,10,204,Critical,9,15,39,Node-024
ETL,32,105,894,High,6,24,78,Node-025
ML Training,20,39,550,Medium,76,21,69,Node-026
Data Processing,20,61,599,High,47,48,214,Node-027
ML Training,1,23,254,High,70,18,88,Node-028
Analytics,10,56,522,Low,82,20,67,Node-029
Data Processing,10,41,190,High,67,47,201,Node-030
Data Processing,29,107,830,High,69,20,119,Node-031
ML Training,24,66,779,High,67,8,27,Node-032
Analytics,4,13,148,Critical,57,39,157,Node-033
Simulation,21,70,565,Medium,29,26,142,Node-034
Simulation,23,72,542,Medium,42,42,173,Node-035
Simulation,13,35,356,High,94,43,208,Node-036
Data Processing,24,74,704,High,94,50,202,Node-037
Analytics,2,13,126,High,38,23,117,Node-038
ML Training,1,2,53,Critical,81,41,175,Node-039
Analytics,20,59,491,High,54,41,196,Node-040
Analytics,29,113,599,High,84,32,176,Node-041
Analytics,11,42,400,Medium,23,50,196,Node-042
ETL,18,67,381,Low,85,49,222,Node-043
Data Processing,31,95,677,High,17,9,63,Node-044
ML Training,32,101,790,Medium,25,44,188,Node-045
Analytics,32,122,602,Critical,13,52,213,Node-046
Data Processing,1,2,13,High,41,12,61,Node-047
ETL,25,84,492,Medium,82,37,175,Node-048
ML Training,27,80,699,Medium,69,12,60,Node-049
Data Processing,8,30,439,Low,47,24,142,Node-050
ETL,7,29,326,Medium,22,43,204,Node-051
ML Training,5,8,287,High,13,59,249,Node-052
Data Processing,30,98,777,Medium,8,44,189,Node-053
Data Processing,9,36,446,High,85,13,62,Node-054
Analytics,30,87,628,Medium,80,52,222,Node-055
Simulation,21,60,448,Critical,17,40,141,Node-056
ETL,16,70,407,High,28,13,57,Node-057
ML Training,21,67,549,Medium,21,9,23,Node-058
ML Training,2,23,103,Medium,90,36,132,Node-059
Simulation,27,94,633,High,66,50,203,Node-060
Simulation,1,2,10,Medium,24,14,94,Node-061
ML Training,16,47,413,Low,35,39,151,Node-062
ETL,14,65,511,Low,59,47,182,Node-063
ML Training,23,83,581,Low,64,37,162,Node-064
Analytics,26,94,647,High,60,10,67,Node-065
ML Training,27,90,671,High,50,38,169,Node-066
ML Training,16,48,536,High,20,24,81,Node-067
ML Training,23,101,668,Low,61,62,229,Node-068
ML Training,22,74,687,High,86,54,245,Node-069
Data Processing,10,31,174,Medium,36,54,232,Node-070
Analytics,22,79,437,Medium,49,44,180,Node-071
Simulation,25,92,744,High,55,13,69,Node-072
Data Processing,1,6,359,Medium,55,57,256,Node-073
ETL,15,44,285,Medium,81,62,256,Node-074
ML Training,28,74,588,Low,49,29,130,Node-075
ML Training,7,19,225,Medium,38,63,256,Node-076
ETL,28,69,775,Medium,65,51,246,Node-077
Analytics,28,88,738,Medium,55,54,231,Node-078
ML Training,3,8,175,Medium,20,41,179,Node-079
Analytics,9,54,437,Low,13,32,113,Node-080
Analytics,18,65,402,Medium,10,38,162,Node-081
Data Processing,25,77,498,Medium,81,43,181,Node-082
Data Processing,15,64,342,High,17,49,208,Node-083
ML Training,6,33,178,Critical,58,21,105,Node-084
ETL,6,23,176,Medium,6,40,181,Node-085
Data Processing,2,19,181,High,84,43,176,Node-086
Simulation,5,13,367,Low,30,31,127,Node-087
Data Processing,25,90,510,Medium,38,23,112,Node-088
Data Processing,21,83,374,High,56,24,116,Node-089
ML Training,1,18,207,High,10,10,29,Node-090
ML Training,9,16,393,Medium,90,39,190,Node-091
Simulation,3,24,10,High,42,56,236,Node-092
Analytics,8,35,195,Medium,24,59,226,Node-093
Analytics,16,64,533,Medium,59,50,211,Node-094
Data Processing,16,51,422,Medium,5,11,48,Node-095
ML Training,14,34,476,Medium,75,37,134,Node-096
ML Training,7,26,177,Critical,30,42,205,Node-097
ETL,12,51,422,Medium,54,61,256,Node-098
Data Processing,7,25,205,Medium,90,31,137,Node-099
Simulation,32,101,781,Medium,82,59,256,Node-100
Data Processing,25,101,599,High,23,26,119,Node-001
ETL,12,48,178,Low,16,33,133,Node-002
ML Training,25,86,514,High,67,62,251,Node-003
ETL,5,31,347,High,42,28,111,Node-004
ETL,19,75,562,Low,9,13,70,Node-005
ETL,16,57,413,Medium,23,35,164,Node-006
Analytics,2,27,174,Medium,49,45,172,Node-007
Analytics,31,102,661,Medium,45,8,75,Node-008
Simulation,28,88,697,High,62,9,74,Node-009
ML Training,6,21,356,Critical,90,50,218,Node-010
Analytics,21,56,489,Low,35,59,236,Node-011
Simulation,1,23,183,Critical,93,57,210,Node-012
Data Processing,5,30,167,Medium,79,20,92,Node-013
ETL,17,89,414,Medium,82,25,63,Node-014
Data Processing,21,69,405,Low,67,64,256,Node-015
Simulation,23,88,469,High,89,33,157,Node-016
Analytics,6,29,244,Medium,77,40,213,Node-017
ML Training,23,91,743,High,63,49,163,Node-018
ETL,25,77,607,Medium,82,50,231,Node-019
Simulation,18,75,377,Low,42,12,54,Node-020
Analytics,30,94,875,High,90,22,146,Node-021
ETL,25,74,688,Low,35,56,215,Node-022
Data Processing,10,46,346,Low,19,50,210,Node-023
Data Processing,2,5,83,High,76,36,147,Node-024
ML Training,30,93,752,Medium,60,46,209,Node-025
ETL,9,39,248,Low,30,35,159,Node-026
ML Training,19,66,523,High,69,21,114,Node-027
Data Processing,4,25,223,Medium,10,25,121,Node-028
Data Processing,26,86,713,Critical,56,58,256,Node-029
ML Training,24,69,716,Medium,72,34,156,Node-030
ETL,31,117,550,High,41,24,114,Node-031
Data Processing,22,75,670,Low,86,54,220,Node-032
Analytics,32,109,594,High,51,15,73,Node-033
Data Processing,9,9,527,Medium,67,36,161,Node-034
Analytics,3,32,93,Medium,72,34,160,Node-035
Analytics,15,43,417,Medium,39,31,150,Node-036
ETL,2,13,306,Critical,62,8,22,Node-037
Data Processing,1,16,162,Critical,6,15,82,Node-038
ETL,3,9,205,Low,52,62,256,Node-039
Simulation,4,12,266,Low,15,38,180,Node-040
Data Processing,13,37,415,Low,12,58,256,Node-041
ML Training,18,50,426,Medium,44,19,92,Node-042
Data Processing,28,89,657,High,52,52,208,Node-043
Data Processing,18,78,648,Low,37,35,145,Node-044
ETL,18,59,361,Medium,51,52,242,Node-045
Data Processing,22,86,697,Medium,7,26,128,Node-046
ETL,18,49,462,Medium,15,57,243,Node-047
Data Processing,25,84,624,High,45,40,199,Node-048
Data Processing,24,82,778,Medium,82,41,179,Node-049
ETL,16,51,292,High,11,8,72,Node-050
Data Processing,23,90,625,Critical,46,41,186,Node-051
ML Training,17,62,477,High,36,34,163,Node-052
ETL,26,113,910,Medium,16,26,106,Node-053
ETL,26,89,680,Medium,85,58,256,Node-054
ETL,11,39,436,Critical,48,15,89,Node-055
Simulation,16,54,348,Medium,54,56,251,Node-056
ETL,15,67,358,Medium,22,37,167,Node-057
Analytics,1,2,256,Medium,75,50,201,Node-058
ML Training,24,69,592,Medium,21,50,199,Node-059
ETL,12,46,537,High,71,35,151,Node-060
Analytics,6,39,60,Low,61,54,243,Node-061
Data Processing,28,97,682,Critical,80,25,106,Node-062
ETL,14,47,474,Low,61,8,44,Node-063
Data Processing,27,80,642,Low,33,24,119,Node-064
Analytics,4,24,147,High,61,28,139,Node-065
ML Training,25,80,645,Medium,34,46,167,Node-066
ML Training,3,6,92,Medium,16,17,90,Node-067
Data Processing,2,9,353,Medium,61,23,103,Node-068
Analytics,15,73,393,High,47,61,254,Node-069
Analytics,15,62,312,Medium,61,45,192,Node-070
ETL,32,97,802,High,87,39,193,Node-071
ML Training,21,66,584,High,40,17,111,Node-072
Data Processing,22,77,514,Medium,42,59,251,Node-073
ETL,28,80,603,Critical,46,51,248,Node-074
ML Training,16,62,452,High,74,35,160,Node-075
Analytics,10,38,112,Low,57,34,118,Node-076
Data Processing,28,92,714,Medium,71,25,119,Node-077
Data Processing,14,43,438,Medium,27,60,256,Node-078
Analytics,2,10,253,High,23,24,138,Node-079
ETL,3,29,171,High,82,33,113,Node-080
ML Training,23,78,463,High,64,58,240,Node-081
Data Processing,17,55,532,Medium,94,63,256,Node-082
Analytics,20,64,558,Low,44,16,111,Node-083
ETL,23,88,541,Medium,55,43,183,Node-084
ETL,18,90,534,Low,77,21,84,Node-085
Simulation,5,13,264,High,49,21,73,Node-086
Analytics,30,99,695,Medium,47,60,246,Node-087
ML Training,9,35,226,Medium,84,28,147,Node-088
ML Training,31,115,867,Low,12,43,187,Node-089
Analytics,13,47,299,Critical,51,45,178,Node-090
ETL,2,20,40,Critical,59,28,142,Node-091
Analytics,9,40,129,Medium,55,23,86,Node-092
ML Training,28,96,870,Medium,60,55,256,Node-093
Data Processing,15,59,554,High,32,24,129,Node-094
Analytics,10,47,436,Critical,54,24,112,Node-095
Data Processing,18,57,435,Medium,37,24,145,Node-096
ML Training,24,72,681,High,55,13,45,Node-097
Data Processing,29,81,506,Medium,81,53,201,Node-098
Simulation,21,56,604,High,17,45,191,Node-099
ETL,13,51,298,Medium,34,59,216,Node-100
Simulation,1,11,342,High,65,18,65,Node-001
ETL,16,53,411,Medium,60,62,256,Node-002
Analytics,26,81,472,High,25,34,148,Node-003
Analytics,6,25,242,Medium,36,45,216,Node-004
ML Training,19,70,510,High,49,32,154,Node-005
ETL,29,85,529,High,38,56,245,Node-006
ML Training,19,65,484,High,71,8,44,Node-007
Data Processing,32,118,960,Critical,81,14,58,Node-008
Analytics,6,22,406,Medium,32,25,108,Node-009
Analytics,2,24,158,Medium,71,20,100,Node-010
ETL,6,11,258,Medium,32,63,256,Node-011
Data Processing,14,60,364,Critical,23,59,256,Node-012
Data Processing,16,56,178,Medium,90,31,102,Node-013
ETL,14,45,408,Medium,21,63,252,Node-014
Simulation,8,26,226,High,65,62,256,Node-015
Simulation,6,39,98,High,91,12,92,Node-016
ML Training,26,97,576,Low,62,55,236,Node-017
ML Training,14,41,310,Low,40,24,112,Node-018
Analytics,29,89,695,High,52,31,139,Node-019
Analytics,2,24,12,Critical,18,11,46,Node-020
Simulation,22,76,593,Low,56,27,119,Node-021
Data Processing,27,86,660,Medium,90,53,256,Node-022
ETL,26,100,651,High,56,17,45,Node-023
Data Processing,21,72,623,High,47,17,63,Node-024
ETL,10,33,384,High,47,38,219,Node-025
Simulation,14,61,367,High,76,40,186,Node-026
Data Processing,16,50,303,Low,54,43,147,Node-027
Analytics,21,92,493,Medium,48,9,52,Node-028
ETL,1,17,107,Medium,51,53,213,Node-029
Simulation,17,52,458,Critical,58,59,223,Node-030
Simulation,9,27,343,Critical,57,54,254,Node-031
Analytics,1,27,102,High,8,34,135,Node-032
ETL,20,67,418,Critical,88,30,119,Node-033
Data Processing,24,76,708,High,40,11,69,Node-034
Simulation,25,100,551,High,27,63,235,Node-035
Data Processing,22,62,382,Medium,78,18,92,Node-036
Simulation,24,75,499,High,51,59,255,Node-037
Analytics,26,77,795,High,21,43,198,Node-038
ETL,5,33,146,Low,61,60,256,Node-039
ML Training,1,2,127,Medium,81,16,102,Node-040
ML Training,8,32,333,Low,65,40,195,Node-041
Simulation,3,14,86,Medium,60,36,182,Node-042
Data Processing,31,95,688,Medium,29,30,124,Node-043
Analytics,30,103,622,Medium,73,50,223,Node-044
Simulation,17,44,389,High,92,62,256,Node-045
Analytics,10,36,338,Critical,38,64,256,Node-046
Analytics,8,44,354,High,43,12,81,Node-047
Data Processing,1,2,91,Low,22,30,105,Node-048
ETL,28,116,660,Medium,41,47,182,Node-049
ML Training,23,74,656,High,13,10,55,Node-050
Data Processing,1,4,10,Medium,72,50,219,Node-051
ML Training,19,60,501,High,26,41,179,Node-052
Data Processing,20,72,475,Medium,88,13,89,Node-053
Simulation,8,21,338,High,84,33,122,Node-054
Data Processing,13,42,366,Critical,29,63,256,Node-055
ETL,22,86,488,High,51,37,164,Node-056
Analytics,2,6,39,High,65,46,208,Node-057
ML Training,32,103,704,Medium,33,52,214,Node-058
Analytics,15,46,354,Medium,83,24,122,Node-059
ML Training,31,103,650,High,31,63,256,Node-060
Simulation,28,89,623,High,41,48,214,Node-061
ETL,16,80,475,Low,76,39,188,Node-062
Analytics,5,28,283,Medium,11,42,170,Node-063
Data Processing,18,43,375,Medium,90,29,118,Node-064
Data Processing,19,71,424,High,52,43,177,Node-065
Simulation,11,37,383,Medium,39,42,187,Node-066
ML Training,29,116,866,High,13,24,100,Node-067
Analytics,26,86,477,High,78,46,205,Node-068
ETL,8,37,244,High,18,57,233,Node-069
Analytics,20,71,663,High,70,9,40,Node-070
Analytics,22,79,634,Medium,50,44,212,Node-071
Data Processing,15,81,416,High,46,27,188,Node-072
Data Processing,2,10,65,High,60,49,195,Node-073
Data Processing,28,81,747,Low,80,9,47,Node-074
ML Training,2,3,217,High,37,50,203,Node-075
Simulation,15,58,752,Medium,84,54,224,Node-076
Simulation,19,66,709,High,52,56,245,Node-077
Analytics,31,97,730,Low,77,51,229,Node-078
Analytics,25,94,793,Low,46,12,92,Node-079
Data Processing,1,7,177,Low,72,29,166,Node-080
ML Training,25,68,642,Critical,63,56,200,Node-081
ETL,17,64,421,Critical,66,41,167,Node-082
Analytics,18,81,486,Low,25,10,70,Node-083
Analytics,26,76,619,Medium,31,57,243,Node-084
Analytics,1,17,116,Medium,54,41,178,Node-085
Simulation,27,70,612,Medium,7,10,69,Node-086
Analytics,8,46,377,Medium,69,62,256,Node-087
ML Training,5,21,259,Low,57,30,162,Node-088
Data Processing,26,80,717,Critical,51,34,175,Node-089
Simulation,22,68,649,Low,94,13,70,Node-090
ML Training,3,8,273,Medium,21,13,26,Node-091
Analytics,2,12,295,Critical,57,52,240,Node-092
Data Processing,8,22,234,Low,59,46,208,Node-093
Data Processing,19,63,544,Critical,35,64,256,Node-094
Analytics,13,50,251,Low,32,48,223,Node-095
Data Processing,27,82,758,High,93,58,253,Node-096
Data Processing,5,29,203,Low,34,32,155,Node-097
ML Training,31,98,683,Medium,26,56,256,Node-098
Data Processing,18,59,432,Medium,53,63,256,Node-099
Data Processing,24,85,540,High,83,40,187,Node-100
Analytics,24,91,666,High,65,21,120,Node-001
Analytics,28,88,559,High,10,24,132,Node-002
ETL,8,27,327,High,32,46,179,Node-003
Analytics,12,37,98,Medium,57,36,143,Node-004
ETL,4,24,321,High,19,15,109,Node-005
ML Training,17,62,478,Medium,18,13,80,Node-006
Analytics,30,103,858,Critical,27,48,197,Node-007
Simulation,3,24,10,Low,57,40,153,Node-008
ML Training,29,86,628,High,35,40,153,Node-009
Data Processing,29,69,618,High,47,30,146,Node-010
ML Training,26,70,597,Medium,52,47,198,Node-011
ETL,23,69,347,Low,34,43,196,Node-012
Data Processing,31,83,666,Medium,63,32,173,Node-013
ML Training,1,19,125,Medium,75,54,224,Node-014
Analytics,25,72,589,Medium,35,57,233,Node-015
Data Processing,10,55,357,Low,58,37,138,Node-016
ETL,29,79,826,Medium,35,34,151,Node-017
Analytics,5,29,84,Low,6,44,204,Node-018
Data Processing,19,76,481,Medium,30,49,189,Node-019
Data Processing,20,63,689,Low,73,26,114,Node-020
ETL,27,101,686,Medium,31,30,118,Node-021
ML Training,27,83,538,Medium,60,30,146,Node-022
ML Training,15,64,701,High,47,53,198,Node-023
Simulation,16,45,284,High,74,31,164,Node-024
Analytics,27,90,792,Medium,75,59,256,Node-025
Data Processing,6,32,145,Low,50,13,135,Node-026
ETL,4,6,87,Medium,85,9,61,Node-027
ETL,14,42,444,Medium,77,62,256,Node-028
Analytics,3,9,122,Medium,72,48,222,Node-029
ML Training,5,11,227,Medium,22,34,135,Node-030
Data Processing,18,58,477,Medium,54,58,256,Node-031
Analytics,25,78,697,High,71,20,77,Node-032
Data Processing,29,87,662,Critical,64,54,230,Node-033
ML Training,13,51,556,High,81,26,100,Node-034
Data Processing,24,78,622,Low,83,57,256,Node-035
Analytics,14,55,375,Low,53,54,248,Node-036
Simulation,13,55,303,High,67,19,115,Node-037
Analytics,7,26,196,Low,37,44,179,Node-038
Analytics,20,61,604,High,26,42,187,Node-039
ML Training,12,18,469,Medium,45,35,150,Node-040
ML Training,29,73,790,Medium,26,57,191,Node-041
Data Processing,5,30,140,High,10,53,208,Node-042
ETL,2,2,250,High,11,30,147,Node-043
Analytics,20,66,570,Low,43,31,117,Node-044
ML Training,3,20,214,Medium,39,60,246,Node-045
Data Processing,29,96,597,Medium,52,48,234,Node-046
Data Processing,31,99,859,Critical,80,36,170,Node-047
Data Processing,5,20,199,Low,93,44,181,Node-048
Data Processing,10,24,114,High,77,8,28,Node-049
Simulation,6,25,218,High,53,63,251,Node-050
Analytics,7,23,248,Critical,40,46,210,Node-051
Data Processing,27,93,644,Low,94,11,72,Node-052
ETL,6,24,249,High,43,35,172,Node-053
ML Training,30,84,748,High,6,47,208,Node-054
Analytics,28,86,663,Medium,93,60,256,Node-055
ML Training,5,12,363,Low,53,49,214,Node-056
ML Training,24,80,734,High,13,23,102,Node-057
Analytics,20,53,658,Medium,59,34,151,Node-058
Data Processing,30,84,789,Low,22,46,212,Node-059
Data Processing,25,84,719,Critical,85,12,23,Node-060
ML Training,29,82,656,High,70,9,23,Node-061
Simulation,9,31,190,High,5,12,68,Node-062
ML Training,11,31,329,Low,77,41,152,Node-063
Simulation,17,39,423,Low,59,64,256,Node-064
Data Processing,11,42,220,Low,51,55,205,Node-065
Analytics,21,67,552,Medium,82,44,172,Node-066
Data Processing,4,8,421,High,12,26,129,Node-067
Simulation,5,2,76,Medium,74,44,163,Node-068
ETL,31,99,822,Low,44,40,186,Node-069
ML Training,24,89,709,High,80,51,223,Node-070
Data Processing,14,55,440,High,35,28,149,Node-071
ML Training,1,2,148,High,60,45,198,Node-072
ML Training,18,64,557,Critical,9,9,25,Node-073
Analytics,9,38,359,Low,49,56,245,Node-074
Analytics,20,86,414,Low,15,14,70,Node-075
Simulation,18,57,383,Low,56,26,129,Node-076
ETL,17,56,471,Medium,58,62,256,Node-077
Simulation,30,78,679,Medium,6,41,225,Node-078
Simulation,12,35,237,Critical,27,12,50,Node-079
ML Training,1,15,54,High,46,45,200,Node-080
ETL,26,78,747,High,79,29,104,Node-081
ML Training,26,103,685,Critical,40,50,166,Node-082
ML Training,26,85,537,Medium,34,63,256,Node-083
Data Processing,15,53,508,Critical,58,42,182,Node-084
Data Processing,13,60,364,Low,34,62,256,Node-085
